Timestamp,Magnitude,Frequency,WaveType,SimulatedMagnitude
2025-06-20 11:58:38.073,0.0478,5.43,P-wave,2.00
2025-06-20 11:58:38.077,0.0470,5.43,P-wave,2.00
2025-06-20 11:58:38.080,0.0470,5.43,P-wave,2.00
2025-06-20 11:58:38.084,0.0478,8.62,P-wave,2.00
2025-06-20 11:58:38.087,0.0463,8.62,P-wave,2.00
2025-06-20 11:58:38.091,0.0458,8.62,P-wave,2.00
2025-06-20 11:58:38.094,0.0463,8.62,P-wave,2.00
2025-06-20 11:58:38.098,0.0459,8.62,P-wave,2.00
2025-06-20 11:58:38.151,0.0457,8.62,P-wave,2.00
2025-06-20 11:58:38.155,0.0470,14.71,P-wave,2.00
2025-06-20 11:58:38.159,0.0465,14.71,P-wave,2.00
2025-06-20 11:58:38.162,0.0464,14.71,P-wave,2.00
2025-06-20 11:58:38.166,0.0468,14.71,P-wave,2.00
2025-06-20 11:58:38.169,0.0464,14.71,P-wave,2.00
2025-06-20 11:58:38.175,0.0474,14.71,P-wave,2.00
2025-06-20 11:58:38.179,0.0476,14.71,P-wave,2.00
2025-06-20 11:58:38.183,0.0469,14.71,P-wave,2.00
2025-06-20 11:58:38.186,0.0464,14.71,P-wave,2.00
2025-06-20 11:58:38.190,0.0460,14.71,P-wave,2.00
2025-06-20 11:58:38.193,0.0447,14.71,P-wave,2.00
2025-06-20 11:58:38.197,0.0442,14.71,P-wave,2.00
2025-06-20 11:58:38.200,0.0443,14.71,P-wave,2.00
2025-06-20 11:58:38.204,0.0445,14.71,P-wave,2.00
2025-06-20 11:58:38.207,0.0444,14.71,P-wave,2.00
2025-06-20 11:58:38.210,0.0439,14.71,P-wave,2.00
2025-06-20 11:58:38.214,0.0430,14.71,P-wave,2.00
2025-06-20 11:58:38.217,0.0428,14.71,P-wave,2.00
2025-06-20 11:58:38.220,0.0437,14.71,P-wave,2.00
2025-06-20 11:58:38.224,0.0447,14.71,P-wave,2.00
2025-06-20 11:58:38.231,0.0456,1.98,P-wave,2.00
2025-06-20 11:58:38.235,0.0468,1.98,P-wave,2.00
2025-06-20 11:58:38.239,0.0469,1.98,P-wave,2.00
2025-06-20 11:58:38.242,0.0463,1.98,P-wave,2.00
2025-06-20 11:58:38.246,0.0464,1.98,P-wave,2.00
2025-06-20 11:58:38.250,0.0463,1.98,P-wave,2.00
2025-06-20 11:58:38.253,0.0472,1.98,P-wave,2.00
2025-06-20 11:58:38.257,0.0466,1.98,P-wave,2.00
2025-06-20 11:58:38.260,0.0466,1.98,P-wave,2.00
2025-06-20 11:58:38.263,0.0463,1.98,P-wave,2.00
2025-06-20 11:58:38.267,0.0463,3.65,P-wave,2.00
2025-06-20 11:58:38.272,0.0447,3.65,P-wave,2.00
2025-06-20 11:58:38.276,0.0451,10.64,P-wave,2.00
2025-06-20 11:58:38.280,0.0449,10.64,P-wave,2.00
2025-06-20 11:58:38.287,0.0459,10.42,P-wave,2.00
2025-06-20 11:58:38.291,0.0459,10.42,P-wave,2.00
2025-06-20 11:58:38.295,0.0465,10.53,P-wave,2.00
2025-06-20 11:58:38.299,0.0476,10.53,P-wave,2.00
2025-06-20 11:58:38.303,0.0468,10.53,P-wave,2.00
2025-06-20 11:58:38.306,0.0467,10.53,P-wave,2.00
2025-06-20 11:58:38.310,0.0464,10.53,P-wave,2.00
2025-06-20 11:58:38.313,0.0474,10.53,P-wave,2.00
2025-06-20 11:58:38.317,0.0471,10.53,P-wave,2.00
2025-06-20 11:58:38.320,0.0477,10.53,P-wave,2.00
2025-06-20 11:58:38.324,0.0470,10.53,P-wave,2.00
2025-06-20 11:58:38.327,0.0473,10.53,P-wave,2.00
2025-06-20 11:58:38.331,0.0460,10.53,P-wave,2.00
2025-06-20 11:58:38.334,0.0463,3.34,P-wave,2.00
2025-06-20 11:58:38.341,0.0469,3.34,P-wave,2.00
2025-06-20 11:58:38.346,0.0477,10.64,P-wave,2.00
2025-06-20 11:58:38.350,0.0476,10.64,P-wave,2.00
2025-06-20 11:58:38.354,0.0473,10.64,P-wave,2.00
2025-06-20 11:58:38.358,0.0473,10.64,P-wave,2.00
2025-06-20 11:58:38.361,0.0463,10.64,P-wave,2.00
2025-06-20 11:58:38.364,0.0458,10.64,P-wave,2.00
2025-06-20 11:58:38.368,0.0462,5.38,P-wave,2.00
2025-06-20 11:58:38.371,0.0476,5.38,P-wave,2.00
2025-06-20 11:58:38.375,0.0472,5.38,P-wave,2.00
2025-06-20 11:58:38.379,0.0485,8.55,P-wave,2.00
2025-06-20 11:58:38.383,0.0477,8.55,P-wave,2.00
2025-06-20 11:58:38.387,0.0473,8.55,P-wave,2.00
2025-06-20 11:58:38.392,0.0473,8.55,P-wave,2.00
2025-06-20 11:58:38.397,0.0471,8.55,P-wave,2.00
2025-06-20 11:58:38.402,0.0479,8.55,P-wave,2.00
2025-06-20 11:58:38.405,0.0484,8.55,P-wave,2.00
2025-06-20 11:58:38.410,0.0488,4.83,P-wave,2.00
2025-06-20 11:58:38.430,0.0484,4.83,P-wave,2.00
2025-06-20 11:58:38.445,0.0479,4.83,P-wave,2.00
2025-06-20 11:58:38.461,0.0465,4.83,P-wave,2.00
2025-06-20 11:58:38.493,0.0464,4.83,P-wave,2.00
2025-06-20 11:58:38.557,0.0472,6.21,P-wave,2.00
2025-06-20 11:58:38.587,0.0475,6.21,P-wave,2.00
2025-06-20 11:58:38.603,0.0482,6.21,P-wave,2.00
2025-06-20 11:58:38.635,0.0483,6.21,P-wave,2.00
2025-06-20 11:58:38.654,0.0480,6.21,P-wave,2.00
2025-06-20 11:58:38.670,0.0477,6.21,P-wave,2.00
2025-06-20 11:58:38.694,0.0479,6.21,P-wave,2.00
2025-06-20 11:58:38.719,0.0484,6.21,P-wave,2.00
2025-06-20 11:58:38.735,0.0477,6.21,P-wave,2.00
2025-06-20 11:58:38.767,0.0475,6.21,P-wave,2.00
2025-06-20 11:58:38.791,0.0468,6.21,P-wave,2.00
2025-06-20 11:58:38.809,0.0462,6.21,P-wave,2.00
2025-06-20 11:58:38.825,0.0461,6.29,P-wave,2.00
2025-06-20 11:58:38.865,0.0464,6.29,P-wave,2.00
2025-06-20 11:58:38.880,0.0462,6.29,P-wave,2.00
2025-06-20 11:58:38.896,0.0459,6.29,P-wave,2.00
2025-06-20 11:58:38.930,0.0458,6.29,P-wave,2.00
2025-06-20 11:58:38.946,0.0455,6.29,P-wave,2.00
2025-06-20 11:58:38.970,0.0458,6.29,P-wave,2.00
2025-06-20 11:58:39.044,0.0466,6.33,P-wave,2.00
2025-06-20 11:58:39.059,0.0475,6.33,P-wave,2.00
2025-06-20 11:58:39.090,0.0473,6.33,P-wave,2.00
2025-06-20 11:58:39.153,0.0472,8.55,P-wave,2.00
2025-06-20 11:58:39.193,0.0471,8.55,P-wave,2.00
2025-06-20 11:58:39.208,0.0476,8.55,P-wave,2.00
2025-06-20 11:58:39.224,0.0473,8.55,P-wave,2.00
2025-06-20 11:58:39.302,0.0481,7.19,P-wave,2.00
2025-06-20 11:58:39.318,0.0481,7.19,P-wave,2.00
2025-06-20 11:58:39.333,0.0487,7.19,P-wave,2.00
2025-06-20 11:58:39.365,0.0477,7.19,P-wave,2.00
2025-06-20 11:58:39.380,0.0467,7.19,P-wave,2.00
2025-06-20 11:58:39.465,0.0478,6.17,P-wave,2.00
2025-06-20 11:58:39.480,0.0470,6.17,P-wave,2.00
2025-06-20 11:58:39.559,0.0488,10.75,P-wave,2.00
2025-06-20 11:58:39.574,0.0487,10.75,P-wave,2.00
2025-06-20 11:58:39.606,0.0487,10.75,P-wave,2.00
2025-06-20 11:58:39.668,0.0485,8.40,P-wave,2.00
2025-06-20 11:58:39.699,0.0482,8.40,P-wave,2.00
2025-06-20 11:58:39.715,0.0484,8.40,P-wave,2.00
2025-06-20 11:58:39.730,0.0491,8.40,P-wave,2.00
2025-06-20 11:58:39.809,0.0499,7.19,P-wave,2.00
2025-06-20 11:58:39.836,0.0497,7.19,P-wave,2.00
2025-06-20 11:58:39.906,0.0500,7.19,P-wave,2.00
2025-06-20 11:58:39.974,0.0485,5.95,P-wave,2.00
2025-06-20 11:58:40.029,0.0484,5.95,P-wave,2.00
2025-06-20 11:58:40.034,0.0481,5.95,P-wave,2.00
2025-06-20 11:58:40.053,0.0477,5.95,P-wave,2.00
2025-06-20 11:58:40.115,0.0485,7.19,P-wave,2.00
2025-06-20 11:58:40.155,0.0485,7.19,P-wave,2.00
2025-06-20 11:58:40.163,0.0485,7.19,P-wave,2.00
2025-06-20 11:58:40.177,0.0478,7.19,P-wave,2.00
2025-06-20 11:58:40.219,0.0476,7.19,P-wave,2.00
2025-06-20 11:58:40.256,0.0476,7.19,P-wave,2.00
2025-06-20 11:58:40.260,0.0472,7.19,P-wave,2.00
2025-06-20 11:58:40.282,0.0472,7.19,P-wave,2.00
2025-06-20 11:58:40.389,0.0480,4.35,P-wave,2.00
2025-06-20 11:58:40.394,0.0474,4.35,P-wave,2.00
2025-06-20 11:58:40.440,0.0474,10.75,P-wave,2.00
2025-06-20 11:58:40.472,0.0476,10.75,P-wave,2.00
2025-06-20 11:58:40.494,0.0479,10.75,P-wave,2.00
2025-06-20 11:58:40.509,0.0488,10.75,P-wave,2.00
2025-06-20 11:58:40.525,0.0490,10.75,P-wave,2.00
2025-06-20 11:58:40.556,0.0484,10.75,P-wave,2.00
2025-06-20 11:58:40.572,0.0480,10.75,P-wave,2.00
2025-06-20 11:58:40.603,0.0475,10.75,P-wave,2.00
2025-06-20 11:58:40.619,0.0470,10.75,P-wave,2.00
2025-06-20 11:58:40.650,0.0476,10.75,P-wave,2.00
2025-06-20 11:58:40.666,0.0471,10.75,P-wave,2.00
2025-06-20 11:58:40.697,0.0469,10.75,P-wave,2.00
2025-06-20 11:58:40.712,0.0466,10.75,P-wave,2.00
2025-06-20 11:58:40.744,0.0456,10.75,P-wave,2.00
2025-06-20 11:58:40.814,0.0457,2.72,P-wave,2.00
2025-06-20 11:58:40.830,0.0468,2.72,P-wave,2.00
2025-06-20 11:58:40.845,0.0464,2.72,P-wave,2.00
2025-06-20 11:58:40.878,0.0470,2.72,P-wave,2.00
2025-06-20 11:58:41.330,0.0467,2.72,P-wave,2.00
2025-06-20 11:58:41.335,0.0474,6.17,P-wave,2.00
2025-06-20 11:58:41.338,0.0473,6.17,P-wave,2.00
2025-06-20 11:58:41.342,0.0472,6.17,P-wave,2.00
2025-06-20 11:58:41.345,0.0472,6.17,P-wave,2.00
2025-06-20 11:58:41.349,0.0477,6.17,P-wave,2.00
2025-06-20 11:58:41.353,0.0468,6.17,P-wave,2.00
2025-06-20 11:58:41.356,0.0458,6.17,P-wave,2.00
2025-06-20 11:58:41.360,0.0466,6.17,P-wave,2.00
2025-06-20 11:58:41.363,0.0464,6.17,P-wave,2.00
2025-06-20 11:58:41.367,0.0459,6.17,P-wave,2.00
2025-06-20 11:58:41.370,0.0450,6.17,P-wave,2.00
2025-06-20 11:58:41.374,0.0452,6.17,P-wave,2.00
2025-06-20 11:58:41.377,0.0451,6.17,P-wave,2.00
2025-06-20 11:58:41.510,0.0452,6.17,P-wave,2.00
2025-06-20 11:58:41.514,0.0451,6.17,P-wave,2.00
2025-06-20 11:58:41.517,0.0455,6.17,P-wave,2.00
2025-06-20 11:58:41.521,0.0459,6.17,P-wave,2.00
2025-06-20 11:58:41.524,0.0459,6.17,P-wave,2.00
2025-06-20 11:58:41.528,0.0466,2.19,P-wave,2.00
2025-06-20 11:58:41.531,0.0476,2.19,P-wave,2.00
2025-06-20 11:58:41.534,0.0470,2.19,P-wave,2.00
2025-06-20 11:58:41.544,0.0479,8.70,P-wave,2.00
2025-06-20 11:58:41.560,0.0475,8.70,P-wave,2.00
2025-06-20 11:58:41.591,0.0468,8.70,P-wave,2.00
2025-06-20 11:58:41.654,0.0472,8.55,P-wave,2.00
2025-06-20 11:58:41.685,0.0475,8.55,P-wave,2.00
2025-06-20 11:58:41.748,0.0479,10.64,P-wave,2.00
2025-06-20 11:58:41.779,0.0478,10.64,P-wave,2.00
2025-06-20 11:58:41.852,0.0477,10.42,P-wave,2.00
2025-06-20 11:58:41.868,0.0478,10.42,P-wave,2.00
2025-06-20 11:58:41.892,0.0483,10.42,P-wave,2.00
2025-06-20 11:58:41.923,0.0467,10.42,P-wave,2.00
2025-06-20 11:58:41.949,0.0467,10.42,P-wave,2.00
2025-06-20 11:58:41.956,0.0468,10.42,P-wave,2.00
2025-06-20 11:58:42.038,0.0471,5.38,P-wave,2.00
2025-06-20 11:58:42.054,0.0480,5.38,P-wave,2.00
2025-06-20 11:58:42.085,0.0479,5.38,P-wave,2.00
2025-06-20 11:58:42.100,0.0486,5.38,P-wave,2.00
2025-06-20 11:58:42.132,0.0486,5.38,P-wave,2.00
2025-06-20 11:58:42.147,0.0487,5.38,P-wave,2.00
2025-06-20 11:58:42.163,0.0483,5.38,P-wave,2.00
2025-06-20 11:58:42.194,0.0494,5.38,P-wave,2.00
2025-06-20 11:58:42.209,0.0499,5.38,P-wave,2.00
2025-06-20 11:58:42.296,0.0506,5.38,P-wave,2.09
2025-06-20 11:58:42.354,0.0494,5.38,P-wave,2.00
2025-06-20 11:58:42.394,0.0481,5.38,P-wave,2.00
2025-06-20 11:58:42.456,0.0482,2.38,P-wave,2.00
2025-06-20 11:58:42.472,0.0478,2.38,P-wave,2.00
2025-06-20 11:58:42.503,0.0475,2.38,P-wave,2.00
2025-06-20 11:58:42.524,0.0469,2.38,P-wave,2.00
2025-06-20 11:58:42.540,0.0475,2.38,P-wave,2.00
2025-06-20 11:58:42.571,0.0472,2.38,P-wave,2.00
2025-06-20 11:58:42.586,0.0466,2.38,P-wave,2.00
2025-06-20 11:58:42.620,0.0466,2.38,P-wave,2.00
2025-06-20 11:58:42.633,0.0470,2.38,P-wave,2.00
2025-06-20 11:58:42.665,0.0471,2.38,P-wave,2.00
2025-06-20 11:58:42.681,0.0462,2.38,P-wave,2.00
2025-06-20 11:58:42.758,0.0470,3.37,P-wave,2.00
2025-06-20 11:58:42.774,0.0469,3.37,P-wave,2.00
2025-06-20 11:58:42.846,0.0512,10.64,P-wave,2.18
2025-06-20 11:58:42.925,0.0489,10.64,P-wave,2.00
2025-06-20 11:58:42.941,0.0480,10.64,P-wave,2.00
2025-06-20 11:58:43.019,0.0488,5.85,P-wave,2.00
2025-06-20 11:58:43.040,0.0492,5.85,P-wave,2.00
2025-06-20 11:58:43.056,0.0499,5.85,P-wave,2.00
2025-06-20 11:58:43.087,0.0498,5.85,P-wave,2.00
2025-06-20 11:58:43.165,0.0501,5.85,P-wave,2.01
2025-06-20 11:58:43.228,0.0456,5.85,P-wave,2.00
2025-06-20 11:58:43.315,0.0517,3.51,P-wave,2.25
2025-06-20 11:58:43.372,0.0486,3.51,P-wave,2.00
2025-06-20 11:58:43.415,0.0488,3.51,P-wave,2.00
2025-06-20 11:58:43.427,0.0487,3.51,P-wave,2.00
2025-06-20 11:58:43.490,0.0552,5.26,P-wave,2.78
2025-06-20 11:58:43.521,0.0550,5.26,P-wave,2.75
2025-06-20 11:58:43.537,0.0528,5.26,P-wave,2.43
2025-06-20 11:58:43.605,0.0548,8.33,P-wave,2.72
2025-06-20 11:58:43.636,0.0675,8.33,S-wave,3.69
2025-06-20 11:58:43.652,0.0745,8.33,S-wave,3.86
2025-06-20 11:58:43.683,0.0657,8.33,S-wave,3.64
2025-06-20 11:58:43.761,0.0666,7.09,S-wave,3.66
2025-06-20 11:58:43.777,0.0692,7.09,S-wave,3.73
2025-06-20 11:58:43.808,0.0673,7.09,S-wave,3.68
2025-06-20 11:58:43.873,0.0623,8.33,S-wave,3.56
2025-06-20 11:58:43.904,0.0622,8.33,S-wave,3.56
2025-06-20 11:58:43.928,0.0634,8.33,S-wave,3.59
2025-06-20 11:58:43.944,0.0630,8.33,S-wave,3.58
2025-06-20 11:58:43.960,0.0506,8.33,P-wave,2.09
2025-06-20 11:58:44.032,0.0474,8.33,P-wave,2.00
2025-06-20 11:58:44.116,0.0522,8.55,P-wave,2.33
2025-06-20 11:58:44.132,0.0508,8.55,P-wave,2.12
2025-06-20 11:58:44.163,0.0512,8.55,P-wave,2.18
2025-06-20 11:58:44.178,0.0541,8.55,P-wave,2.61
2025-06-20 11:58:44.210,0.0519,8.55,P-wave,2.28
2025-06-20 11:58:44.272,0.0619,6.10,S-wave,3.55
2025-06-20 11:58:44.303,0.0607,6.10,S-wave,3.52
2025-06-20 11:58:44.378,0.0595,10.31,P-wave,3.43
2025-06-20 11:58:44.397,0.0681,10.31,S-wave,3.70
2025-06-20 11:58:44.429,0.0776,10.31,S-wave,3.94
2025-06-20 11:58:44.444,0.0804,10.31,S-wave,4.01
2025-06-20 11:58:44.460,0.0755,10.31,S-wave,3.89
2025-06-20 11:58:44.538,0.0758,6.02,S-wave,3.90
2025-06-20 11:58:44.578,0.0740,6.02,S-wave,3.85
2025-06-20 11:58:44.640,0.0829,10.31,S-wave,4.07
2025-06-20 11:58:44.656,0.0742,10.31,S-wave,3.86
2025-06-20 11:58:44.687,0.0757,10.31,S-wave,3.89
2025-06-20 11:58:44.765,0.0814,8.26,S-wave,4.03
2025-06-20 11:58:44.780,0.0744,8.26,S-wave,3.86
2025-06-20 11:58:44.812,0.0658,8.26,S-wave,3.64
2025-06-20 11:58:44.827,0.0582,8.26,P-wave,3.22
2025-06-20 11:58:44.906,0.1089,7.04,S-wave,4.72
2025-06-20 11:58:44.921,0.1103,7.04,S-wave,4.76
2025-06-20 11:58:44.937,0.1079,7.04,S-wave,4.70
2025-06-20 11:58:45.015,0.1020,8.33,S-wave,4.55
2025-06-20 11:58:45.046,0.0991,8.33,S-wave,4.48
2025-06-20 11:58:45.114,0.1048,10.42,S-wave,4.62
2025-06-20 11:58:45.146,0.1001,10.42,S-wave,4.50
2025-06-20 11:58:45.161,0.1099,10.42,S-wave,4.75
2025-06-20 11:58:45.192,0.1080,10.42,S-wave,4.70
2025-06-20 11:58:45.255,0.1212,6.90,Surface,5.52
2025-06-20 11:58:45.286,0.0782,6.90,S-wave,3.96
2025-06-20 11:58:45.302,0.0821,6.90,S-wave,4.05
2025-06-20 11:58:45.333,0.0842,6.90,S-wave,4.11
2025-06-20 11:58:45.399,0.0865,7.04,S-wave,4.16
2025-06-20 11:58:45.423,0.0874,7.04,S-wave,4.19
2025-06-20 11:58:45.493,0.0829,10.42,S-wave,4.07
2025-06-20 11:58:45.525,0.0798,10.42,S-wave,3.99
2025-06-20 11:58:45.593,0.0749,10.20,S-wave,3.87
2025-06-20 11:58:45.624,0.0768,10.20,S-wave,3.92
2025-06-20 11:58:45.640,0.0782,10.20,S-wave,3.95
2025-06-20 11:58:45.671,0.0880,10.20,S-wave,4.20
2025-06-20 11:58:45.687,0.0918,10.20,S-wave,4.30
2025-06-20 11:58:45.717,0.0982,10.20,S-wave,4.46
2025-06-20 11:58:45.733,0.0890,10.20,S-wave,4.22
2025-06-20 11:58:45.812,0.0918,4.72,S-wave,4.29
2025-06-20 11:58:45.837,0.0915,4.72,S-wave,4.29
2025-06-20 11:58:45.853,0.0982,4.72,S-wave,4.45
2025-06-20 11:58:45.884,0.0872,4.72,S-wave,4.18
2025-06-20 11:58:45.958,0.0874,6.99,S-wave,4.18
2025-06-20 11:58:45.974,0.0799,6.99,S-wave,4.00
2025-06-20 11:58:45.989,0.0698,6.99,S-wave,3.74
2025-06-20 11:58:46.020,0.0630,6.99,S-wave,3.58
2025-06-20 11:58:46.036,0.0553,6.99,P-wave,2.80
2025-06-20 11:58:46.067,0.0581,6.99,P-wave,3.21
2025-06-20 11:58:46.135,0.0581,5.35,P-wave,3.21
2025-06-20 11:58:46.166,0.0672,5.35,S-wave,3.68
2025-06-20 11:58:46.182,0.0658,5.35,S-wave,3.64
2025-06-20 11:58:46.197,0.0696,5.35,S-wave,3.74
2025-06-20 11:58:46.276,0.0688,7.04,S-wave,3.72
2025-06-20 11:58:46.307,0.0704,7.04,S-wave,3.76
2025-06-20 11:58:46.323,0.0645,7.04,S-wave,3.61
2025-06-20 11:58:46.354,0.0609,7.04,S-wave,3.52
2025-06-20 11:58:46.369,0.0654,7.04,S-wave,3.64
2025-06-20 11:58:46.401,0.0660,7.04,S-wave,3.65
2025-06-20 11:58:46.426,0.0633,7.04,S-wave,3.58
2025-06-20 11:58:46.444,0.0537,7.04,P-wave,2.55
2025-06-20 11:58:46.507,0.0500,7.04,P-wave,2.00
2025-06-20 11:58:46.585,0.0502,7.04,P-wave,2.03
2025-06-20 11:58:46.653,0.0499,7.04,P-wave,2.00
2025-06-20 11:58:46.684,0.0439,7.04,P-wave,2.00
2025-06-20 11:58:46.700,0.0464,7.04,P-wave,2.00
2025-06-20 11:58:46.731,0.0462,7.04,P-wave,2.00
2025-06-20 11:58:46.747,0.0448,7.04,P-wave,2.00
2025-06-20 11:58:46.762,0.0461,7.04,P-wave,2.00
2025-06-20 11:58:46.794,0.0461,7.04,P-wave,2.00
2025-06-20 11:58:46.871,0.0467,2.26,P-wave,2.00
2025-06-20 11:58:46.887,0.0465,2.26,P-wave,2.00
2025-06-20 11:58:46.903,0.0470,2.26,P-wave,2.00
2025-06-20 11:58:46.934,0.0461,2.26,P-wave,2.00
2025-06-20 11:58:46.950,0.0456,2.26,P-wave,2.00
2025-06-20 11:58:46.991,0.0457,2.26,P-wave,2.00
2025-06-20 11:58:47.053,0.0465,5.41,P-wave,2.00
2025-06-20 11:58:47.069,0.0465,5.41,P-wave,2.00
2025-06-20 11:58:47.101,0.0463,5.41,P-wave,2.00
2025-06-20 11:58:47.116,0.0463,5.41,P-wave,2.00
2025-06-20 11:58:47.184,0.0464,7.25,P-wave,2.00
2025-06-20 11:58:47.216,0.0470,7.25,P-wave,2.00
2025-06-20 11:58:47.278,0.0475,10.64,P-wave,2.00
2025-06-20 11:58:47.309,0.0485,10.64,P-wave,2.00
2025-06-20 11:58:47.326,0.0495,10.64,P-wave,2.00
2025-06-20 11:58:47.341,0.0490,10.64,P-wave,2.00
2025-06-20 11:58:47.419,0.0488,7.09,P-wave,2.00
2025-06-20 11:58:47.435,0.0483,7.09,P-wave,2.00
2025-06-20 11:58:47.459,0.0481,7.09,P-wave,2.00
2025-06-20 11:58:47.485,0.0482,7.09,P-wave,2.00
2025-06-20 11:58:47.525,0.0474,7.09,P-wave,2.00
2025-06-20 11:58:47.587,0.0481,6.21,P-wave,2.00
2025-06-20 11:58:47.603,0.0465,6.21,P-wave,2.00
2025-06-20 11:58:47.618,0.0460,6.21,P-wave,2.00
2025-06-20 11:58:47.655,0.0461,6.21,P-wave,2.00
2025-06-20 11:58:47.671,0.0456,6.21,P-wave,2.00
2025-06-20 11:58:47.702,0.0450,6.21,P-wave,2.00
2025-06-20 11:58:47.718,0.0455,6.21,P-wave,2.00
2025-06-20 11:58:47.733,0.0454,6.21,P-wave,2.00
2025-06-20 11:58:47.765,0.0458,6.21,P-wave,2.00
2025-06-20 11:58:47.780,0.0451,6.21,P-wave,2.00
2025-06-20 11:58:47.811,0.0436,6.21,P-wave,2.00
2025-06-20 11:58:47.827,0.0442,6.21,P-wave,2.00
2025-06-20 11:58:47.905,0.0448,3.12,P-wave,2.00
2025-06-20 11:58:47.921,0.0447,3.12,P-wave,2.00
2025-06-20 11:58:47.952,0.0458,3.12,P-wave,2.00
2025-06-20 11:58:48.026,0.0464,8.62,P-wave,2.00
2025-06-20 11:58:48.041,0.0466,8.62,P-wave,2.00
2025-06-20 11:58:48.119,0.0474,10.75,P-wave,2.00
